STAID,ID,Month,Year,qmeas,wb0,wb1,wb2,wb3,wb4,wb5,wb6,wb7,wb8,wb9,wb10,wb11,wb12,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,p6sum,p3sum,p2sum,X.1,DRAIN_SQKM,PPTAVG_BASIN,T_AVG_BASIN,T_MAX_BASIN,T_MIN_BASIN,WD_JAN_BASIN,WD_FEB_BASIN,WD_MAR_BASIN,WD_APR_BASIN,WD_MAY_BASIN,WD_JUN_BASIN,WD_JUL_BASIN,WD_AUG_BASIN,WD_SEP_BASIN,WD_OCT_BASIN,WD_NOV_BASIN,WD_DEC_BASIN,WD_BASIN,WDMAX_BASIN,WDMIN_BASIN,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,ET,PERDUN,PERHOR,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,BFI_AVE,HGA,HGB,HGC,HGD,PERMAVE,OMAVE,ROCKDEPAVE,NO4AVE,NO200AVE,NO10AVE,CLAYAVE,SILTAVE,SANDAVE,RFACT,ELEV_MEAN_M_BASIN_30M,SLOPE_PCT_30M,CaO_pct,MgO_pct,LPerm,UCS,granitic,sedimentary,volcanic,SGEO8,SGEO14,SGEO19,SGEO20,SGEO21,SGEO43,SGEO44,HLR15,HLR16,HLR18,HLR19,HLR20
T10336660,T10336660,7,1968,7.76,46.54,86.04,96.56,82.68,87.58,70.99,19.39,25.28,54.18,50.11,86.54,116.01,143.14,3.37,25.3,36.49,20.86,129.42,177.89,183.25,152.42,98.65,46.57,42.38,11.02,4.2,16.95,12.59,6.78,2.94,0.88,0.78,-2.77,-4.55,4.16,8.06,13.96,17.24,16.71,573.21,82.65,61.79,288,29.8,148.63,5.77,12.01,-0.78,12.21,11.82,13.44,9.59,6.03,4.0,1.63,2.96,4.24,6.14,12.4,12.8,97.3,13.4,1.6,25.52,24.78,22.55,9.99,6.11,2.74,0.98,1.39,4.21,8.87,20.21,21.14,-2.16,-1.45,0.17,2.52,6.57,11.23,15.5,15.12,11.96,6.86,1.61,-1.41,497.7,2.3,0.2,21.3,547.6,54.0,60.1,78.3,91.2,103.5,92.1,67.4,43.2,26.6,22.0,37.4,44.3,720.1,64.7,0.45,52.81,5.15,41.59,3.98,3.14,32.31,58.09,21.78,51.12,11.02,31.66,57.32,134.23,2213.7,32.1,3.3677,2.2718,-0.6288,79.4206,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.3,2.2,0.8,96.3
T10336674,T10336674,7,2010,21.19,112.31,152.8,143.24,131.47,113.69,101.26,109.73,58.1,43.94,52.5,19.14,38.63,76.16,1.46,28.86,121.22,215.49,221.29,146.96,295.07,226.93,60.11,183.03,3.45,13.99,5.97,16.41,10.93,3.63,1.24,0.25,0.21,0.18,-1.61,3.43,6.33,14.76,15.08,16.66,1028.89,365.57,150.08,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,2011,69.29,182.82,180.52,151.22,145.09,144.77,92.78,141.22,204.15,153.09,114.86,28.18,56.3,112.31,0.63,81.96,110.66,166.3,497.45,231.9,52.44,542.38,288.49,291.01,2.56,3.64,1.46,14.67,9.17,4.05,2.11,-0.45,-2.32,1.33,0.17,1.34,7.51,13.35,14.1,16.41,1140.71,358.92,192.62,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,2008,2.57,73.2,128.6,123.93,80.83,81.84,77.58,43.11,29.32,13.0,12.38,9.82,16.1,31.58,4.01,0.69,52.72,25.36,79.79,217.51,418.35,186.57,39.27,112.4,38.92,7.09,1.75,16.76,12.44,7.06,2.81,1.11,-0.16,-2.69,-2.1,4.68,6.26,10.99,16.35,17.18,794.42,78.77,53.41,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,2004,4.7,63.81,127.4,153.18,129.59,129.07,99.71,93.56,107.71,13.91,11.92,20.98,43.12,83.26,3.91,3.63,48.73,44.67,63.9,316.26,153.57,547.24,116.27,31.1,5.06,33.31,7.04,16.28,12.72,8.35,5.18,5.31,-1.17,-0.53,-0.75,0.29,10.92,14.93,15.59,17.88,630.76,97.03,52.36,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,2007,0.93,31.58,63.66,128.43,146.36,127.24,131.37,73.86,122.14,119.62,49.46,97.01,177.79,194.54,1.75,13.61,49.48,106.78,65.04,392.09,70.62,208.39,232.07,20.6,3.21,3.17,1.38,17.18,12.62,8.71,4.5,3.58,0.07,-2.01,0.22,2.75,7.07,12.61,15.02,17.16,697.62,169.87,63.09,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,1993,27.65,175.94,174.34,156.9,106.58,79.67,3.14,5.65,11.45,22.16,38.81,4.27,7.86,15.57,3.76,59.25,89.25,98.76,198.11,361.27,422.23,494.2,29.72,173.52,14.81,16.09,28.91,13.19,9.76,7.41,3.24,1.99,-3.9,-5.51,-4.23,1.68,8.77,13.42,16.34,14.23,1228.87,247.26,148.5,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,2002,4.19,76.13,146.6,147.82,139.15,122.69,95.39,74.29,109.71,114.91,5.81,7.46,13.02,26.09,4.21,0.84,40.97,92.86,250.37,117.41,175.68,428.15,327.74,51.32,19.33,0.54,2.22,17.92,12.89,7.44,4.49,0.56,1.56,-2.22,-1.71,2.82,10.66,14.83,17.28,15.36,678.13,134.67,41.81,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,2001,1.2,26.09,52.04,104.99,117.87,102.03,58.47,60.04,66.28,48.44,29.79,19.33,33.32,66.37,2.22,1.82,21.85,154.85,95.39,233.72,122.48,95.02,89.8,136.49,54.72,2.85,0.38,15.36,12.48,11.23,1.75,3.37,-1.97,-1.37,0.67,0.08,6.7,12.11,16.32,14.1,630.11,178.52,23.67,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,2006,17.55,194.54,174.43,166.98,172.55,101.84,174.71,203.87,268.48,84.55,16.34,27.76,54.48,108.35,1.38,11.26,36.53,255.34,393.5,278.81,348.04,837.88,218.08,56.12,13.86,6.95,1.7,17.16,13.59,8.7,3.2,-2.98,0.22,-0.39,1.02,3.77,7.47,10.31,15.09,16.45,1323.48,303.13,47.79,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,2003,6.19,83.26,159.41,172.52,147.76,142.16,105.98,157.99,135.46,109.15,9.71,19.08,38.08,76.13,7.04,8.27,75.59,318.23,174.14,77.39,129.74,542.62,309.41,4.37,2.15,2.4,4.21,17.88,12.89,8.04,0.17,2.57,-0.41,3.63,-1.23,3.07,7.19,13.69,15.87,17.92,783.36,402.09,83.86,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,2000,5.06,66.37,133.41,197.06,147.62,137.15,178.31,134.94,65.06,85.91,39.19,64.79,130.38,169.81,0.38,14.24,122.75,82.66,81.24,451.86,457.58,62.37,154.92,88.46,6.52,29.03,1.25,14.1,12.98,7.78,4.88,1.79,0.37,-0.22,-0.56,4.39,9.89,13.41,13.73,14.83,1210.33,219.65,136.99,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,1996,9.16,212.04,205.09,250.2,170.18,160.17,182.11,194.91,181.05,147.94,171.66,192.91,190.53,174.28,9.26,18.61,235.95,160.88,252.75,432.7,490.4,426.54,37.35,1.17,0.41,0.98,1.96,16.87,11.48,6.3,3.37,0.32,-0.45,-0.23,0.15,5.55,8.4,13.5,15.09,13.89,1591.29,415.44,254.56,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,1992,0.91,15.57,32.17,52.65,104.81,104.22,98.73,45.71,57.11,71.92,40.26,28.27,56.66,111.03,28.91,78.58,20.41,33.5,103.03,292.76,46.98,88.53,124.19,142.13,13.1,28.72,11.67,14.23,11.6,10.19,6.27,1.7,0.1,-1.45,-1.46,2.58,9.08,14.13,15.6,16.28,575.26,132.49,98.99,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,1998,55.32,182.4,159.35,138.66,132.18,146.36,124.9,139.04,60.94,108.24,60.47,86.89,160.43,185.63,9.81,54.54,128.79,141.37,234.51,538.28,495.87,127.06,172.35,88.48,10.31,4.01,5.87,15.4,9.07,2.94,1.52,1.32,-1.95,-0.25,-2.87,2.53,6.63,12.78,15.22,14.02,1593.36,324.7,183.33,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,2005,25.95,108.35,216.53,242.75,144.12,169.21,113.3,125.7,128.2,73.47,77.11,16.59,31.88,63.81,1.7,77.71,218.35,108.87,308.56,129.52,356.4,324.85,94.17,232.68,13.71,1.47,3.91,16.45,8.75,7.31,2.42,1.72,0.79,-1.05,0.38,1.75,5.86,12.41,15.68,16.28,1199.41,404.93,296.06,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,1995,88.71,174.28,164.76,172.51,160.95,154.91,86.0,96.62,22.82,5.71,5.81,8.84,15.63,31.32,1.96,33.04,127.25,264.9,684.17,71.69,655.91,240.92,381.94,41.04,20.59,0.03,1.15,13.89,9.12,4.69,1.2,-0.93,0.96,-1.6,-2.28,-2.5,6.18,12.71,16.37,16.78,1836.96,425.19,160.29,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,1994,0.81,31.32,62.68,128.32,104.79,72.0,47.83,69.13,84.78,121.05,175.26,190.21,189.68,175.94,1.15,3.38,66.09,74.4,57.37,283.44,62.11,136.85,85.93,102.29,3.46,3.61,3.76,16.78,11.7,7.22,4.14,2.09,-2.99,-0.64,-1.72,1.5,7.3,12.81,14.5,13.19,546.79,143.87,69.47,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,2009,3.98,76.16,153.71,208.89,118.77,127.84,109.19,107.83,100.77,89.43,14.1,18.26,36.59,73.2,5.97,39.68,160.51,56.27,272.36,293.68,121.06,266.01,195.94,99.44,0.16,1.81,4.01,16.66,10.62,9.53,3.56,0.27,-0.87,1.15,-0.67,4.8,8.11,13.97,16.86,16.76,943.56,256.46,200.19,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,1999,19.22,169.81,149.37,137.89,112.92,123.71,148.71,137.01,84.6,146.94,75.57,143.62,196.47,182.4,1.25,26.16,57.56,135.23,133.18,513.78,374.27,130.89,348.43,37.97,108.08,19.45,9.81,14.83,9.97,6.62,0.9,0.7,-1.08,0.07,-2.46,0.98,5.8,12.85,16.28,15.4,1240.18,218.95,83.72,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
T10336674,T10336674,7,1997,4.97,185.63,184.24,151.59,133.63,134.44,142.4,230.06,232.7,154.47,66.18,101.57,162.79,212.04,5.87,76.09,27.54,88.05,62.65,57.79,688.45,907.08,308.46,79.81,21.72,11.68,9.26,14.02,10.19,9.8,3.42,3.52,0.32,-0.83,-0.7,2.24,6.28,11.35,16.07,16.87,1000.57,191.68,103.63,289,12.9,172.63,5.69,11.51,-1.01,13.7,13.35,14.89,10.89,6.0,4.0,1.51,2.55,4.0,6.96,14.34,14.86,107.1,14.9,1.5,29.86,28.63,25.4,11.98,7.2,2.88,0.96,1.41,4.52,10.42,24.22,25.32,-2.62,-1.88,-0.32,2.17,6.19,10.93,15.24,14.88,11.72,6.61,1.19,-1.83,468.0,2.0,0.8,8.6,537.6,63.0,63.4,78.0,94.9,118.5,119.5,103.6,77.6,53.4,45.6,63.8,61.4,942.8,63.8,1.51,69.61,5.8,23.08,3.87,2.67,48.44,60.78,20.13,53.89,8.54,28.7,62.76,146.71,2289.6,32.6,4.7056,2.8930000000000002,-0.5594,95.6684,0,0,1,100.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.9,1.1
